HGNC_symbol;HGNC_id
LFNG;HGNC:6560
LGI1;HGNC:6572
LGI4;HGNC:18712
LHX3;HGNC:6595
LHX4;HGNC:21734
LIAS;HGNC:16429
LIG4;HGNC:6601
LINGO1;HGNC:21205
LINS1;HGNC:30922
LIPN;HGNC:23452
LIPT1;HGNC:29569
LIPT2;HGNC:37216
LMBRD1;HGNC:23038
LMNA;HGNC:6636
LMNB1;HGNC:6637
LMNB2;HGNC:6638
LMOD3;HGNC:6649
LMX1B;HGNC:6654
LNPK;HGNC:21610
LONP1;HGNC:9479
LRAT;HGNC:6685
LRBA;HGNC:1742
LRIG2;HGNC:20889
LRIT3;HGNC:24783
LRP2;HGNC:6694
LRP4;HGNC:6696
LRP5;HGNC:6697
LRP6;HGNC:6698
LRPAP1;HGNC:6701
LRPPRC;HGNC:15714
LRRC56;HGNC:25430
DNAAF11;HGNC:16725
LTBP2;HGNC:6715
LTBP3;HGNC:6716
LYST;HGNC:1968
LZTR1;HGNC:6742
MAB21L1;HGNC:6757
MAB21L2;HGNC:6758
MACF1;HGNC:13664
MADD;HGNC:6766
MAF;HGNC:6776
MAFB;HGNC:6408
MAGEL2;HGNC:6814
MAGI2;HGNC:18957
MAGT1;HGNC:28880
MAMLD1;HGNC:2568
MAN1B1;HGNC:6823
MAN2B1;HGNC:6826
MANBA;HGNC:6831
MAOA;HGNC:6833
MAP2K1;HGNC:6840
MAP2K2;HGNC:6842
MAP3K1;HGNC:6848
MAP3K7;HGNC:6859
MAPK1;HGNC:6871
MAPK10;HGNC:6872
MAPK8IP3;HGNC:6884
MAPRE2;HGNC:6891
MASP1;HGNC:6901
MAST1;HGNC:19034
MAT1A;HGNC:6903
MATN3;HGNC:6909
MAU2;HGNC:29140
MBD5;HGNC:20444
MBOAT7;HGNC:15505
MC2R;HGNC:6930
MCCC1;HGNC:6936
MCCC2;HGNC:6937
MCEE;HGNC:16732
MCOLN1;HGNC:13356
MCPH1;HGNC:6954
MDH2;HGNC:6971
MECOM;HGNC:3498
MECP2;HGNC:6990
MECR;HGNC:19691
MED12;HGNC:11957
MED13;HGNC:22474
MED13L;HGNC:22962
MED17;HGNC:2375
MED23;HGNC:2372
MED25;HGNC:28845
MEF2C;HGNC:6996
MEGF10;HGNC:29634
MEGF8;HGNC:3233
MEIS2;HGNC:7001
MEOX1;HGNC:7013
MESD;HGNC:13520
MESP2;HGNC:29659
METTL23;HGNC:26988
METTL5;HGNC:25006
MFF;HGNC:24858
MFN2;HGNC:16877
MFRP;HGNC:18121
MFSD2A;HGNC:25897
MFSD8;HGNC:28486
MGAT2;HGNC:7045
MGP;HGNC:7060
MIB1;HGNC:21086
MICU1;HGNC:1530
MID1;HGNC:7095
MIR17HG;HGNC:23564
MIR184;HGNC:31555
MITF;HGNC:7105
MKKS;HGNC:7108
MKS1;HGNC:7121
MLC1;HGNC:17082
MLYCD;HGNC:7150
MMAA;HGNC:18871
MMAB;HGNC:19331
MMACHC;HGNC:24525
MMADHC;HGNC:25221
MMGT1;HGNC:28100
MMP13;HGNC:7159
MMP14;HGNC:7160
MMP21;HGNC:14357
MMUT;HGNC:7526
MN1;HGNC:7180
MNX1;HGNC:4979
MOCS1;HGNC:7190
MOCS2;HGNC:7193
MOGS;HGNC:24862
MORC2;HGNC:23573
MPDU1;HGNC:7207
MPDZ;HGNC:7208
MPI;HGNC:7216
MPLKIP;HGNC:16002
MPV17;HGNC:7224
MPZ;HGNC:7225
MRAS;HGNC:7227
MRE11;HGNC:7230
MRPS2;HGNC:14495
MRPS22;HGNC:14508
MRPS34;HGNC:16618
MSI1;HGNC:7330
MSL2;HGNC:25544
MSL3;HGNC:7370
MSX1;HGNC:7391
MSX2;HGNC:7392
MTF1;HGNC:7428
MTHFR;HGNC:7436
MTM1;HGNC:7448
MTMR14;HGNC:26190
MTO1;HGNC:19261
MTOR;HGNC:3942
MTR;HGNC:7468
MTRR;HGNC:7473
MT-TP;HGNC:7494
MYBPC1;HGNC:7549
MYCN;HGNC:7559
MYF5;HGNC:7565
MYH10;HGNC:7568
MYH11;HGNC:7569
MYH3;HGNC:7573
MYH6;HGNC:7576
MYH8;HGNC:7578
MYH9;HGNC:7579
MYL1;HGNC:7582
MYLK;HGNC:7590
MYLPF;HGNC:29824
MYO18B;HGNC:18150
MYO5A;HGNC:7602
MYO5B;HGNC:7603
MYO7A;HGNC:7606
MYOC;HGNC:7610
MYOCD;HGNC:16067
MYPN;HGNC:23246
MYRF;HGNC:1181
MYT1;HGNC:7622
MYT1L;HGNC:7623
NAA10;HGNC:18704
NAA15;HGNC:30782
NACC1;HGNC:20967
NADK2;HGNC:26404
NADSYN1;HGNC:29832
NAGA;HGNC:7631
NAGLU;HGNC:7632
NAGS;HGNC:17996
NALCN;HGNC:19082
NANS;HGNC:19237
NAPB;HGNC:15751
NARS1;HGNC:7643
NAXD;HGNC:25576
NAXE;HGNC:18453
NBAS;HGNC:15625
NBEA;HGNC:7648
NBN;HGNC:7652
NCAPD2;HGNC:24305
NCAPD3;HGNC:28952
NCAPG2;HGNC:21904
NCAPH;HGNC:1112
NCKAP1;HGNC:7666
NCOR1;HGNC:7672
NDE1;HGNC:17619
NDNF;HGNC:26256
NDP;HGNC:7678
NDST1;HGNC:7680
NDUFA1;HGNC:7683
NDUFA10;HGNC:7684
NDUFA6;HGNC:7690
NDUFA8;HGNC:7692
NDUFA9;HGNC:7693
NDUFAF2;HGNC:28086
NDUFAF8;HGNC:33551
NDUFB11;HGNC:20372
NDUFB8;HGNC:7703
NDUFS1;HGNC:7707
NDUFS4;HGNC:7711
NDUFS7;HGNC:7714
NDUFS8;HGNC:7715
NDUFV1;HGNC:7716
NEB;HGNC:7720
NECTIN1;HGNC:9706
NECTIN4;HGNC:19688
NEDD4L;HGNC:7728
NEK1;HGNC:7744
NEK8;HGNC:13387
NEU1;HGNC:7758
NEXMIF;HGNC:29433
NF1;HGNC:7765
NFIA;HGNC:7784
NFIB;HGNC:7785
NFIX;HGNC:7788
NFU1;HGNC:16287
NGLY1;HGNC:17646
NHP2;HGNC:14377
NHS;HGNC:7820
NIPBL;HGNC:28862
NKAP;HGNC:29873
NKX2-1;HGNC:11825
NKX2-5;HGNC:2488
NKX3-2;HGNC:951
NKX6-2;HGNC:19321
NLGN3;HGNC:14289
NLGN4X;HGNC:14287
NMNAT1;HGNC:17877
NODAL;HGNC:7865
NOG;HGNC:7866
NONO;HGNC:7871
NOP10;HGNC:14378
NOTCH1;HGNC:7881
NOTCH2;HGNC:7882
NOTCH3;HGNC:7883
NOVA2;HGNC:7887
NPC1;HGNC:7897
NPC2;HGNC:14537
NPHP1;HGNC:7905
NPHP3;HGNC:7907
NPHP4;HGNC:19104
NPHS1;HGNC:7908
NPHS2;HGNC:13394
NPM1;HGNC:7910
NPR2;HGNC:7944
NPR3;HGNC:7945
NR1I3;HGNC:7969
NR2F1;HGNC:7975
NR2F2;HGNC:7976
NR4A2;HGNC:7981
NR5A1;HGNC:7983
NRAS;HGNC:7989
NRROS;HGNC:24613
NRXN1;HGNC:8008
NRXN2;HGNC:8009
NRXN3;HGNC:8010
NSD1;HGNC:14234
NSD2;HGNC:12766
NSDHL;HGNC:13398
NSMCE3;HGNC:7677
NSUN2;HGNC:25994
NT5C3A;HGNC:17820
NTNG2;HGNC:14288
NTRK1;HGNC:8031
NTRK2;HGNC:8032
NUBPL;HGNC:20278
NUDT2;HGNC:8049
NUP107;HGNC:29914
NUP133;HGNC:18016
NUP214;HGNC:8064
NUP62;HGNC:8066
NUS1;HGNC:21042
NYX;HGNC:8082
OBSL1;HGNC:29092
OCLN;HGNC:8104
OCRL;HGNC:8108
ODAPH;HGNC:26300
ODC1;HGNC:8109
OFD1;HGNC:2567
OGT;HGNC:8127
OPHN1;HGNC:8148
ORC1;HGNC:8487
ORC4;HGNC:8490
ORC6;HGNC:17151
OSGEP;HGNC:18028
OTC;HGNC:8512
OTOGL;HGNC:26901
OTUD6B;HGNC:24281
OTUD7A;HGNC:20718
OTULIN;HGNC:25118
OTX2;HGNC:8522
OXCT1;HGNC:8527
OXR1;HGNC:15822
P3H1;HGNC:19316
P4HB;HGNC:8548
P4HTM;HGNC:28858
PACS1;HGNC:30032
PACS2;HGNC:23794
PAFAH1B1;HGNC:8574
PAH;HGNC:8582
PAK1;HGNC:8590
PAK3;HGNC:8592
PALB2;HGNC:26144
PAPSS2;HGNC:8604
PARN;HGNC:8609
PARP1;HGNC:270
PAX2;HGNC:8616
PAX3;HGNC:8617
PAX6;HGNC:8620
PAX8;HGNC:8622
PAX9;HGNC:8623
PBX1;HGNC:8632
PC;HGNC:8636
PCARE;HGNC:34383
PCBD1;HGNC:8646
PCBP2;HGNC:8648
PCCA;HGNC:8653
PCCB;HGNC:8654
PCDH12;HGNC:8657
PCDH19;HGNC:14270
PCGF2;HGNC:12929
PCNT;HGNC:16068
PCYT1A;HGNC:8754
PCYT2;HGNC:8756
PDCD10;HGNC:8761
PDE10A;HGNC:8772
PDE4D;HGNC:8783
PDE6G;HGNC:8789
PDE6H;HGNC:8790
PDGFRB;HGNC:8804
PDHA1;HGNC:8806
PDHX;HGNC:21350
PDSS1;HGNC:17759
PDSS2;HGNC:23041
PECR;HGNC:18281
PEPD;HGNC:8840
PET100;HGNC:40038
PEX1;HGNC:8850
PEX10;HGNC:8851
PEX11B;HGNC:8853
PEX12;HGNC:8854
PEX13;HGNC:8855
PEX14;HGNC:8856
PEX16;HGNC:8857
PEX19;HGNC:9713
PEX2;HGNC:9717
PEX26;HGNC:22965
PEX3;HGNC:8858
PEX5;HGNC:9719
PEX6;HGNC:8859
PEX7;HGNC:8860
PGAP1;HGNC:25712
PGAP2;HGNC:17893
PGAP3;HGNC:23719
PGK1;HGNC:8896
PGM1;HGNC:8905
PGM3;HGNC:8907
PHACTR1;HGNC:20990
PHC1;HGNC:3182
PHF21A;HGNC:24156
PHF6;HGNC:18145
PHF8;HGNC:20672
PHGDH;HGNC:8923
PHIP;HGNC:15673
PHOX2B;HGNC:9143
PIBF1;HGNC:23352
PIEZO1;HGNC:28993
PIEZO2;HGNC:26270
PIGA;HGNC:8957
PIGB;HGNC:8959
PIGG;HGNC:25985
PIGH;HGNC:8964
PIGK;HGNC:8965
PIGL;HGNC:8966
PIGM;HGNC:18858
PIGN;HGNC:8967
PIGO;HGNC:23215
PIGQ;HGNC:14135
PIGS;HGNC:14937
PIGT;HGNC:14938
PIGU;HGNC:15791
PIGV;HGNC:26031
PIGW;HGNC:23213
PIGY;HGNC:28213
PIK3CA;HGNC:8975
PIK3R1;HGNC:8979
PIK3R2;HGNC:8980
PIP5K1C;HGNC:8996
PITX1;HGNC:9004
PITX2;HGNC:9005
PITX3;HGNC:9006
PKD1L1;HGNC:18053
PKHD1;HGNC:9016
PLA2G6;HGNC:9039
PLAA;HGNC:9043
PLCB1;HGNC:15917
PLCB4;HGNC:9059
PLCE1;HGNC:17175
PLCG2;HGNC:9066
PLEC;HGNC:9069
PLK4;HGNC:11397
PLOD1;HGNC:9081
PLOD2;HGNC:9082
PLOD3;HGNC:9083
PLP1;HGNC:9086
PLPBP;HGNC:9457
PLXND1;HGNC:9107
PMM2;HGNC:9115
PMPCB;HGNC:9119
PMS2;HGNC:9122
PNKP;HGNC:9154
PNPLA1;HGNC:21246
PNPLA2;HGNC:30802
PNPLA6;HGNC:16268
PNPT1;HGNC:23166
POC1A;HGNC:24488
POC1B;HGNC:30836
POGZ;HGNC:18801
POLA1;HGNC:9173
POLD1;HGNC:9175
POLG;HGNC:9179
POLR1A;HGNC:17264
POLR1C;HGNC:20194
POLR1D;HGNC:20422
POLR2A;HGNC:9187
POLR3A;HGNC:30074
POLR3B;HGNC:30348
POLR3GL;HGNC:28466
POMGNT1;HGNC:19139
POMGNT2;HGNC:25902
POMK;HGNC:26267
POMP;HGNC:20330
POMT1;HGNC:9202
POMT2;HGNC:19743
PORCN;HGNC:17652
POT1;HGNC:17284
POU1F1;HGNC:9210
POU3F3;HGNC:9216
PPA2;HGNC:28883
PPIL1;HGNC:9260
PPM1D;HGNC:9277
PPP1CB;HGNC:9282
PPP1R12A;HGNC:7618
PPP1R13L;HGNC:18838
PPP1R15B;HGNC:14951
PPP1R21;HGNC:30595
PPP2CA;HGNC:9299
PPP2R1A;HGNC:9302
PPP2R5D;HGNC:9312
PPP3CA;HGNC:9314
PPT1;HGNC:9325
PQBP1;HGNC:9330
PRDM12;HGNC:13997
PRDM6;HGNC:9350
PREPL;HGNC:30228
PRIM1;HGNC:9369
PRKACA;HGNC:9380
PRKACB;HGNC:9381
PRKAR1A;HGNC:9388
PRKAR1B;HGNC:9390
PRKD1;HGNC:9407
PRMT7;HGNC:25557
PRMT9;HGNC:25099
PROP1;HGNC:9455
PRPF8;HGNC:17340
PRPS1;HGNC:9462
PRR12;HGNC:29217
PRRT2;HGNC:30500
PRRX1;HGNC:9142
PRSS12;HGNC:9477
PRSS56;HGNC:39433
PRUNE1;HGNC:13420
PSAP;HGNC:9498
PSAT1;HGNC:19129
PSMB8;HGNC:9545
PSMC5;HGNC:9552
PSMD12;HGNC:9557
PSPH;HGNC:9577
PTCH1;HGNC:9585
PTCHD1;HGNC:26392
PTDSS1;HGNC:9587
PTEN;HGNC:9588
PTF1A;HGNC:23734
PTH;HGNC:9606
PTH1R;HGNC:9608
PTHLH;HGNC:9607
PTPN11;HGNC:9644
PTPN14;HGNC:9647
PTPRF;HGNC:9670
PTRH2;HGNC:24265
PTS;HGNC:9689
PUF60;HGNC:17042
PURA;HGNC:9701
PUS1;HGNC:15508
PUS7;HGNC:26033
PXDN;HGNC:14966
PYCR1;HGNC:9721
PYCR2;HGNC:30262
PYGL;HGNC:9725
PYROXD1;HGNC:26162
QARS1;HGNC:9751
QDPR;HGNC:9752
QKI;HGNC:21100
QRICH1;HGNC:24713
RAB11A;HGNC:9760
RAB11B;HGNC:9761
RAB14;HGNC:16524
RAB18;HGNC:14244
RAB23;HGNC:14263
RAB39B;HGNC:16499
RAB3GAP1;HGNC:17063
RAB3GAP2;HGNC:17168
RABL6;HGNC:24703
RAC1;HGNC:9801
RAC3;HGNC:9803
RAD21;HGNC:9811
RAD50;HGNC:9816
RAD51;HGNC:9817
RAD51C;HGNC:9820
RAF1;HGNC:9829
RAI1;HGNC:9834
RALA;HGNC:9839
RALGAPA1;HGNC:17770
RALGDS;HGNC:9842
RANBP2;HGNC:9848
RAP1B;HGNC:9857
RAPSN;HGNC:9863
RARB;HGNC:9865
RARS1;HGNC:9870
RARS2;HGNC:21406
RASA1;HGNC:9871
RAX;HGNC:18662
RBFOX1;HGNC:18222
RBM10;HGNC:9896
RBM28;HGNC:21863
RBM8A;HGNC:9905
RBPJ;HGNC:5724
RECQL4;HGNC:9949
RELN;HGNC:9957
RERE;HGNC:9965
RET;HGNC:9967
RETREG1;HGNC:25964
RFT1;HGNC:30220
RFX6;HGNC:21478
RGS7;HGNC:10003
RHOBTB2;HGNC:18756
RIMS2;HGNC:17283
RIN2;HGNC:18750
RINT1;HGNC:21876
RIPK4;HGNC:496
RIT1;HGNC:10023
RLIM;HGNC:13429
RMI1;HGNC:25764
RMND1;HGNC:21176
RMRP;HGNC:10031
RNASEH2A;HGNC:18518
RNASEH2B;HGNC:25671
RNASEH2C;HGNC:24116
RNASET2;HGNC:21686
RNF113A;HGNC:12974
RNF13;HGNC:10057
RNF135;HGNC:21158
RNF168;HGNC:26661
RNU4ATAC;HGNC:34016
ROBO3;HGNC:13433
ROBO4;HGNC:17985
ROGDI;HGNC:29478
ROR2;HGNC:10257
RORA;HGNC:10258
RPE65;HGNC:10294
RPGRIP1;HGNC:13436
RPGRIP1L;HGNC:29168
RPL10;HGNC:10298
RPL11;HGNC:10301
RPL13;HGNC:10303
RPL26;HGNC:10327
RPS19;HGNC:10402
RPS23;HGNC:10410
RPS26;HGNC:10414
RPS6KA3;HGNC:10432
RRAS;HGNC:10447
RRAS2;HGNC:17271
RRM2B;HGNC:17296
RSPH1;HGNC:12371
RSPH3;HGNC:21054
RSPO2;HGNC:28583
RSPO4;HGNC:16175
RSPRY1;HGNC:29420
RSRC1;HGNC:24152
RTEL1;HGNC:15888
RTN4IP1;HGNC:18647
RTTN;HGNC:18654
RUBCN;HGNC:28991
RUNX2;HGNC:10472
RXYLT1;HGNC:13530
RYR1;HGNC:10483
RYR3;HGNC:10485
SACS;HGNC:10519
SALL1;HGNC:10524
SALL4;HGNC:15924
SAMD9;HGNC:1348
SAMD9L;HGNC:1349
SAMHD1;HGNC:15925
SATB1;HGNC:10541
SATB2;HGNC:21637
SBDS;HGNC:19440
SC5D;HGNC:10547
SCAF4;HGNC:19304
SCAPER;HGNC:13081
SCARF2;HGNC:19869
SCN11A;HGNC:10583
SCN1A;HGNC:10585
SCN1B;HGNC:10586
SCN2A;HGNC:10588
SCN3A;HGNC:10590
SCN4A;HGNC:10591
SCN8A;HGNC:10596
SCO1;HGNC:10603
SCO2;HGNC:10604
SCRIB;HGNC:30377
SCYL1;HGNC:14372
SDCCAG8;HGNC:10671
SDHA;HGNC:10680
SDHAF1;HGNC:33867
SEC23A;HGNC:10701
SEC23B;HGNC:10702
SEC24D;HGNC:10706
SEC61A1;HGNC:18276
SECISBP2;HGNC:30972
SELENOI;HGNC:29361
SELENON;HGNC:15999
SEPSECS;HGNC:30605
SET;HGNC:10760
SETBP1;HGNC:15573
SETD1A;HGNC:29010
SETD1B;HGNC:29187
SETD2;HGNC:18420
SETD5;HGNC:25566
SF3B4;HGNC:10771
SGSH;HGNC:10818
SH3BP2;HGNC:10825
SH3PXD2B;HGNC:29242
SHANK1;HGNC:15474
SHANK2;HGNC:14295
SHANK3;HGNC:14294
SHH;HGNC:10848
SHMT2;HGNC:10852
SHOC2;HGNC:15454
SHOX;HGNC:10853
SHROOM3;HGNC:30422
SIAH1;HGNC:10857
SIK1;HGNC:11142
SIL1;HGNC:24624
SIM1;HGNC:10882
SIN3A;HGNC:19353
SIX1;HGNC:10887
SIX3;HGNC:10889
SIX5;HGNC:10891
SIX6;HGNC:10892
SKI;HGNC:10896
SKIV2L;HGNC:10898
SLC10A7;HGNC:23088
SLC12A5;HGNC:13818
SLC12A6;HGNC:10914
SLC13A5;HGNC:23089
SLC16A2;HGNC:10923
SLC17A5;HGNC:10933
SLC19A3;HGNC:16266
SLC1A2;HGNC:10940
SLC22A5;HGNC:10969
SLC24A1;HGNC:10975
SLC24A4;HGNC:10978
SLC25A1;HGNC:10979
SLC25A15;HGNC:10985
SLC25A19;HGNC:14409
SLC25A20;HGNC:1421
SLC25A22;HGNC:19954
SLC25A24;HGNC:20662
SLC25A26;HGNC:20661
SLC25A38;HGNC:26054
SLC25A4;HGNC:10990
SLC26A2;HGNC:10994
SLC27A4;HGNC:10998
SLC2A1;HGNC:11005
SLC2A10;HGNC:13444
SLC2A2;HGNC:11006
SLC31A1;HGNC:11016
SLC33A1;HGNC:95
SLC35A1;HGNC:11021
SLC35A2;HGNC:11022
SLC35C1;HGNC:20197
SLC35D1;HGNC:20800
SLC39A13;HGNC:20859
SLC39A8;HGNC:20862
SLC45A1;HGNC:17939
SLC46A1;HGNC:30521
SLC4A1;HGNC:11027
SLC4A11;HGNC:16438
SLC4A4;HGNC:11030
SLC52A2;HGNC:30224
SLC52A3;HGNC:16187
SLC5A5;HGNC:11040
SLC5A6;HGNC:11041
SLC5A7;HGNC:14025
SLC6A1;HGNC:11042
SLC6A17;HGNC:31399
SLC6A3;HGNC:11049
SLC6A5;HGNC:11051
SLC6A8;HGNC:11055
SLC6A9;HGNC:11056
SLC9A6;HGNC:11079
SLC9A7;HGNC:17123
SLC9A9;HGNC:20653
SLX4;HGNC:23845
SMAD2;HGNC:6768
SMAD3;HGNC:6769
SMAD4;HGNC:6770
SMAD6;HGNC:6772
SMARCA2;HGNC:11098
SMARCA4;HGNC:11100
SMARCAL1;HGNC:11102
SMARCB1;HGNC:11103
SMARCC2;HGNC:11105
SMARCD1;HGNC:11106
SMARCE1;HGNC:11109
SMC1A;HGNC:11111
SMC3;HGNC:2468
SMCHD1;HGNC:29090
SMG8;HGNC:25551
SMG9;HGNC:25763
SMO;HGNC:11119
SMOC1;HGNC:20318
SMOC2;HGNC:20323
SMPD1;HGNC:11120
SMPD4;HGNC:32949
SMS;HGNC:11123
SNAP25;HGNC:11132
SNAP29;HGNC:11133
SNIP1;HGNC:30587
SNORD118;HGNC:32952
SNRPB;HGNC:11153
SNRPE;HGNC:11161
SNX14;HGNC:14977
SNX3;HGNC:11174
SOBP;HGNC:29256
SON;HGNC:11183
SOS1;HGNC:11187
SOX10;HGNC:11190
SOX11;HGNC:11191
SOX17;HGNC:18122
SOX2;HGNC:11195
SOX3;HGNC:11199
SOX4;HGNC:11200
SOX5;HGNC:11201
SOX6;HGNC:16421
SOX9;HGNC:11204
SPAG1;HGNC:11212
SPARC;HGNC:11219
SPAST;HGNC:11233
SPATA5;HGNC:18119
SPECC1L;HGNC:29022
SPEG;HGNC:16901
SPEN;HGNC:17575
SPG11;HGNC:11226
SPOP;HGNC:11254
SPR;HGNC:11257
SPRED1;HGNC:20249
SPRTN;HGNC:25356
SPTAN1;HGNC:11273
SPTBN1;HGNC:11275
SPTBN2;HGNC:11276
SPTBN4;HGNC:14896
SPTLC2;HGNC:11278
SRCAP;HGNC:16974
SRD5A3;HGNC:25812
SRGAP3;HGNC:19744
SRP54;HGNC:11301
SRPX2;HGNC:30668
SRRM2;HGNC:16639
SRSF1;HGNC:10780
SRY;HGNC:11311
ST14;HGNC:11344
ST3GAL3;HGNC:10866
ST3GAL5;HGNC:10872
STAG1;HGNC:11354
STAG2;HGNC:11355
STAMBP;HGNC:16950
STAR;HGNC:11359
STAT2;HGNC:11363
STAT5B;HGNC:11367
STIL;HGNC:10879
STIM1;HGNC:11386
STN1;HGNC:26200
STRA6;HGNC:30650
STS;HGNC:11425
STT3A;HGNC:6172
STT3B;HGNC:30611
STX1B;HGNC:18539
STXBP1;HGNC:11444
SUCLG1;HGNC:11449
SUFU;HGNC:16466
SUMF1;HGNC:20376
SUMO1;HGNC:12502
SUPT16H;HGNC:11465
SURF1;HGNC:11474
SUZ12;HGNC:17101
SYN1;HGNC:11494
SYNCRIP;HGNC:16918
SYNE1;HGNC:17089
SYNGAP1;HGNC:11497
SYP;HGNC:11506
SYT1;HGNC:11509
SYT2;HGNC:11510
SZT2;HGNC:29040
TAB2;HGNC:17075
TAC3;HGNC:11521
TACO1;HGNC:24316
TACR3;HGNC:11528
TAF1;HGNC:11535
TAF13;HGNC:11546
TAF2;HGNC:11536
TANC2;HGNC:30212
TANGO2;HGNC:25439
TAOK1;HGNC:29259
TAPT1;HGNC:26887
TARS1;HGNC:11572
TASP1;HGNC:15859
TAT;HGNC:11573
TAZ;HGNC:11577
TBC1D20;HGNC:16133
TBC1D23;HGNC:25622
TBC1D24;HGNC:29203
TBC1D2B;HGNC:29183
TBCD;HGNC:11581
TBCE;HGNC:11582
TBCK;HGNC:28261
TBL1XR1;HGNC:29529
TBR1;HGNC:11590
TBX1;HGNC:11592
TBX15;HGNC:11594
TBX18;HGNC:11595
TBX20;HGNC:11598
TBX22;HGNC:11600
TBX3;HGNC:11602
TBX4;HGNC:11603
TBX5;HGNC:11604
TBXAS1;HGNC:11609
TCF12;HGNC:11623
TCF20;HGNC:11631
TCF4;HGNC:11634
TCF7L2;HGNC:11641
TCN2;HGNC:11653
TCOF1;HGNC:11654
TCTN1;HGNC:26113
TCTN2;HGNC:25774
TCTN3;HGNC:24519
TDRD7;HGNC:30831
TECPR2;HGNC:19957
TEK;HGNC:11724
TELO2;HGNC:29099
TERC;HGNC:11727
TERT;HGNC:11730
TET3;HGNC:28313
TFAP2A;HGNC:11742
TFAP2B;HGNC:11743
TFE3;HGNC:11752
TFRC;HGNC:11763
TGDS;HGNC:20324
TGFB1;HGNC:11766
TGFB2;HGNC:11768
TGFB3;HGNC:11769
TGFBR1;HGNC:11772
TGFBR2;HGNC:11773
TGIF1;HGNC:11776
TH;HGNC:11782
THAP1;HGNC:20856
THOC2;HGNC:19073
THOC6;HGNC:28369
THRA;HGNC:11796
TIMM8A;HGNC:11817
TINF2;HGNC:11824
TK2;HGNC:11831
TKFC;HGNC:24552
TKT;HGNC:11834
TLK2;HGNC:11842
TLL1;HGNC:11843
TM4SF20;HGNC:26230
TMCO1;HGNC:18188
TMEM106B;HGNC:22407
TMEM114;HGNC:33227
TMEM126B;HGNC:30883
TMEM135;HGNC:26167
TMEM165;HGNC:30760
TMEM199;HGNC:18085
TMEM216;HGNC:25018
TMEM237;HGNC:14432
TMEM260;HGNC:20185
TMEM63A;HGNC:29118
TMEM67;HGNC:28396
TMEM70;HGNC:26050
TMEM94;HGNC:28983
TMPRSS6;HGNC:16517
TMTC3;HGNC:26899
TMX2;HGNC:30739
TNFRSF13B;HGNC:18153
TNRC6B;HGNC:29190
TOE1;HGNC:15954
TOGARAM1;HGNC:19959
TOP3A;HGNC:11992
TP53RK;HGNC:16197
TP63;HGNC:15979
TPM2;HGNC:12011
TPP1;HGNC:2073
TPRKB;HGNC:24259
TRAF7;HGNC:20456
TRAIP;HGNC:30764
TRAPPC11;HGNC:25751
TRAPPC12;HGNC:24284
TRAPPC2;HGNC:23068
TRAPPC4;HGNC:19943
TRAPPC9;HGNC:30832
TREX1;HGNC:12269
TRIM32;HGNC:16380
TRIM37;HGNC:7523
TRIM8;HGNC:15579
TRIO;HGNC:12303
TRIP11;HGNC:12305
TRIP12;HGNC:12306
TRIP13;HGNC:12307
TRIP4;HGNC:12310
TRIT1;HGNC:20286
TRMT1;HGNC:25980
TRMT10A;HGNC:28403
TRMT10C;HGNC:26022
TRPM1;HGNC:7146
TRPM3;HGNC:17992
TRPS1;HGNC:12340
TRPV3;HGNC:18084
TRPV4;HGNC:18083
TRPV6;HGNC:14006
TRRAP;HGNC:12347
TSC1;HGNC:12362
TSC2;HGNC:12363
TSEN15;HGNC:16791
TSEN2;HGNC:28422
TSEN34;HGNC:15506
TSEN54;HGNC:27561
TSHB;HGNC:12372
TSHR;HGNC:12373
TSHZ1;HGNC:10669
TSPAN7;HGNC:11854
TTC12;HGNC:23700
TTC19;HGNC:26006
ODAD4;HGNC:25280
TTC37;HGNC:23639
TTC5;HGNC:19274
TTC7A;HGNC:19750
TTC8;HGNC:20087
TTI2;HGNC:26262
TTN;HGNC:12403
TUBA1A;HGNC:20766
TUBA8;HGNC:12410
TUBB;HGNC:20778
TUBB2A;HGNC:12412
TUBB2B;HGNC:30829
TUBB3;HGNC:20772
TUBB4A;HGNC:20774
TUBG1;HGNC:12417
TUBGCP2;HGNC:18599
TUBGCP4;HGNC:16691
TUBGCP6;HGNC:18127
TUFM;HGNC:12420
TUSC3;HGNC:30242
TWIST1;HGNC:12428
TWIST2;HGNC:20670
TXNL4A;HGNC:30551
TYR;HGNC:12442
TYRP1;HGNC:12450
U2AF2;HGNC:23156
UBA5;HGNC:23230
UBE2A;HGNC:12472
UBE2T;HGNC:25009
UBE3A;HGNC:12496
UBE3B;HGNC:13478
UBR1;HGNC:16808
UBR7;HGNC:20344
UBTF;HGNC:12511
UFC1;HGNC:26941
UFM1;HGNC:20597
UGP2;HGNC:12527
UGT1A1;HGNC:12530
UMPS;HGNC:12563
UNC45B;HGNC:14304
UNC80;HGNC:26582
UPF1;HGNC:9962
UPF3B;HGNC:20439
UQCRB;HGNC:12582
UQCRFS1;HGNC:12587
UQCRQ;HGNC:29594
UROC1;HGNC:26444
UROS;HGNC:12592
USB1;HGNC:25792
USP18;HGNC:12616
USP27X;HGNC:13486
USP7;HGNC:12630
USP9X;HGNC:12632
UTP4;HGNC:1983
UVSSA;HGNC:29304
VAC14;HGNC:25507
VAMP2;HGNC:12643
VANGL1;HGNC:15512
